"","County","...2","Year","rate_per_1k_women_15-19"
"1017","Jefferson","Live Birth Rate","2016",8.39328537170264
"1018","Jefferson","Live Birth Rate","2017",6.03864734299517
"1019","Jefferson","Live Birth Rate","2018",9.61538461538462
"1020","Jefferson","Live Birth Rate","2019",9.04392764857881
"1021","Johnson","Live Birth Rate","2000",6.24490904154222
"1022","Johnson","Live Birth Rate","2001",4.37993816557884
"1023","Johnson","Live Birth Rate","2002",4.92610837438424
"1024","Johnson","Live Birth Rate","2003",4.26039536468984
"1025","Johnson","Live Birth Rate","2004",5.06200961781827
"1026","Johnson","Live Birth Rate","2005",5.46634779637854
"1027","Johnson","Live Birth Rate","2006",4.92401731895747
"1028","Johnson","Live Birth Rate","2007",6.33338963013005
"1029","Johnson","Live Birth Rate","2008",6.34125990821861
"1030","Johnson","Live Birth Rate","2009",4.66666666666667
"1031","Johnson","Live Birth Rate","2010",5.91877617920233
"1032","Johnson","Live Birth Rate","2011",4.73679506658325
"1033","Johnson","Live Birth Rate","2012",4.37866713372449
"1034","Johnson","Live Birth Rate","2013",3.68813791920405
"1035","Johnson","Live Birth Rate","2014",3.55059599289881
"1036","Johnson","Live Birth Rate","2015",3.81394577564049
"1037","Johnson","Live Birth Rate","2016",3.13750098046906
"1038","Johnson","Live Birth Rate","2017",2.20834602497716
"1039","Johnson","Live Birth Rate","2018",2.52332160880869
"1040","Johnson","Live Birth Rate","2019",2.68541189479504
"1041","Jones","Live Birth Rate","2000",13.0434782608696
"1042","Jones","Live Birth Rate","2001",16.3236337828247
"1043","Jones","Live Birth Rate","2002",18.4005661712668
"1044","Jones","Live Birth Rate","2003",11.4531138153185
"1045","Jones","Live Birth Rate","2004",15.1734104046243
"1046","Jones","Live Birth Rate","2005",14.3163922691482
"1047","Jones","Live Birth Rate","2006",13.5617416131335
"1048","Jones","Live Birth Rate","2007",10.3934669636229
"1049","Jones","Live Birth Rate","2008",23.4089246525238
"1050","Jones","Live Birth Rate","2009",7.53579502637528
"1051","Jones","Live Birth Rate","2010",11.4854517611026
"1052","Jones","Live Birth Rate","2011",7.77604976671851
"1053","Jones","Live Birth Rate","2012",4.7808764940239
"1054","Jones","Live Birth Rate","2013",4.23370025402201
"1055","Jones","Live Birth Rate","2014",6.90250215703192
"1056","Jones","Live Birth Rate","2015",11.0169491525424
"1057","Jones","Live Birth Rate","2016",6.93842150910668
"1058","Jones","Live Birth Rate","2017",5.07185122569738
"1059","Jones","Live Birth Rate","2018",6.55200655200655
"1060","Jones","Live Birth Rate","2019",8.23723228995058
"1061","Keokuk","Live Birth Rate","2000",17.3010380622837
"1062","Keokuk","Live Birth Rate","2001",15.9817351598174
"1063","Keokuk","Live Birth Rate","2002",14.68788249694
"1064","Keokuk","Live Birth Rate","2003",16.6240409207161
"1065","Keokuk","Live Birth Rate","2004",21.4917825537295
"1066","Keokuk","Live Birth Rate","2005",15.7894736842105
"1067","Keokuk","Live Birth Rate","2006",NA
"1068","Keokuk","Live Birth Rate","2007",10.4031209362809
"1069","Keokuk","Live Birth Rate","2008",10.443864229765
"1070","Keokuk","Live Birth Rate","2009",8.19672131147541
"1071","Keokuk","Live Birth Rate","2010",14.1643059490085
"1072","Keokuk","Live Birth Rate","2011",17.6470588235294
"1073","Keokuk","Live Birth Rate","2012",13.9103554868624
"1074","Keokuk","Live Birth Rate","2013",19.3861066235864
"1075","Keokuk","Live Birth Rate","2014",9.61538461538462
"1076","Keokuk","Live Birth Rate","2015",NA
"1077","Keokuk","Live Birth Rate","2016",9.50871632329635
"1078","Keokuk","Live Birth Rate","2017",11.1642743221691
"1079","Keokuk","Live Birth Rate","2018",15.9235668789809
"1080","Keokuk","Live Birth Rate","2019",NA
"1081","Kossuth","Live Birth Rate","2000",8.62688713156003
"1082","Kossuth","Live Birth Rate","2001",4.97512437810945
"1083","Kossuth","Live Birth Rate","2002",7.34753857457752
"1084","Kossuth","Live Birth Rate","2003",8.50077279752705
"1085","Kossuth","Live Birth Rate","2004",10.4585679806919
"1086","Kossuth","Live Birth Rate","2005",7.54400670578374
"1087","Kossuth","Live Birth Rate","2006",9.54032957502168
"1088","Kossuth","Live Birth Rate","2007",6.35208711433757
"1089","Kossuth","Live Birth Rate","2008",11.214953271028
"1090","Kossuth","Live Birth Rate","2009",10.406811731315
"1091","Kossuth","Live Birth Rate","2010",9.69932104752667
"1092","Kossuth","Live Birth Rate","2011",NA
"1093","Kossuth","Live Birth Rate","2012",NA
"1094","Kossuth","Live Birth Rate","2013",5.15463917525773
"1095","Kossuth","Live Birth Rate","2014",6.3626723223754
"1096","Kossuth","Live Birth Rate","2015",10.0783874580067
"1097","Kossuth","Live Birth Rate","2016",NA
"1098","Kossuth","Live Birth Rate","2017",7.00116686114352
"1099","Kossuth","Live Birth Rate","2018",8.0091533180778
"1100","Kossuth","Live Birth Rate","2019",5.82072176949942
"1101","Lee","Live Birth Rate","2000",18.6028853454822
"1102","Lee","Live Birth Rate","2001",16.7874856924838
"1103","Lee","Live Birth Rate","2002",19.1717791411043
"1104","Lee","Live Birth Rate","2003",16.0973694542599
"1105","Lee","Live Birth Rate","2004",17.1178343949045
"1106","Lee","Live Birth Rate","2005",16.9014084507042
"1107","Lee","Live Birth Rate","2006",24.8550124275062
"1108","Lee","Live Birth Rate","2007",24.7068676716918
"1109","Lee","Live Birth Rate","2008",25.4237288135593
"1110","Lee","Live Birth Rate","2009",24.7334754797441
"1111","Lee","Live Birth Rate","2010",18.6361711139348
"1112","Lee","Live Birth Rate","2011",20.4703832752613
"1113","Lee","Live Birth Rate","2012",22.55299954894
"1114","Lee","Live Birth Rate","2013",21.0084033613445
"1115","Lee","Live Birth Rate","2014",18.6602870813397
"1116","Lee","Live Birth Rate","2015",15.8425348055689
"1117","Lee","Live Birth Rate","2016",17.1543895055499
"1118","Lee","Live Birth Rate","2017",18.7246963562753
"1119","Lee","Live Birth Rate","2018",11.8312757201646
"1120","Lee","Live Birth Rate","2019",12.3589468027942
"1121","Linn","Live Birth Rate","2000",14.630997633221
"1122","Linn","Live Birth Rate","2001",16.6341975123633
"1123","Linn","Live Birth Rate","2002",15.0242699745743
"1124","Linn","Live Birth Rate","2003",13.9595866111368
"1125","Linn","Live Birth Rate","2004",13.4464053785622
"1126","Linn","Live Birth Rate","2005",14.411831283483
"1127","Linn","Live Birth Rate","2006",15.0909897913893
"1128","Linn","Live Birth Rate","2007",14.1370649443846
"1129","Linn","Live Birth Rate","2008",15.5458638154192
"1130","Linn","Live Birth Rate","2009",15.6555772994129
"1131","Linn","Live Birth Rate","2010",12.1709220796402
"1132","Linn","Live Birth Rate","2011",11.4128566517704
"1133","Linn","Live Birth Rate","2012",10.1890239617736
"1134","Linn","Live Birth Rate","2013",8.79971840901091
"1135","Linn","Live Birth Rate","2014",8.29932913756138
"1136","Linn","Live Birth Rate","2015",7.10528113684498
"1137","Linn","Live Birth Rate","2016",7.6181487224432
"1138","Linn","Live Birth Rate","2017",6.57404269739072
"1139","Linn","Live Birth Rate","2018",6.65038002171553
"1140","Linn","Live Birth Rate","2019",7.20206549802962
"1141","Louisa","Live Birth Rate","2000",16.1104718066743
"1142","Louisa","Live Birth Rate","2001",14.9597238204833
"1143","Louisa","Live Birth Rate","2002",31.4318975552969
"1144","Louisa","Live Birth Rate","2003",9.2378752886836
"1145","Louisa","Live Birth Rate","2004",10.5509964830012
"1146","Louisa","Live Birth Rate","2005",31.3588850174216
"1147","Louisa","Live Birth Rate","2006",16.8161434977578
"1148","Louisa","Live Birth Rate","2007",25
"1149","Louisa","Live Birth Rate","2008",22.5988700564972
"1150","Louisa","Live Birth Rate","2009",22.1445221445221
"1151","Louisa","Live Birth Rate","2010",15.7958687727825
"1152","Louisa","Live Birth Rate","2011",14.3884892086331
"1153","Louisa","Live Birth Rate","2012",13.0796670630202
"1154","Louisa","Live Birth Rate","2013",15.625
"1155","Louisa","Live Birth Rate","2014",6.32911392405063
"1156","Louisa","Live Birth Rate","2015",13.6307311028501
"1157","Louisa","Live Birth Rate","2016",14.8048452220727
"1158","Louisa","Live Birth Rate","2017",11.0497237569061
"1159","Louisa","Live Birth Rate","2018",6.8870523415978
"1160","Louisa","Live Birth Rate","2019",NA
"1161","Lucas","Live Birth Rate","2000",20.7407407407407
"1162","Lucas","Live Birth Rate","2001",15.3374233128834
"1163","Lucas","Live Birth Rate","2002",19.4319880418535
"1164","Lucas","Live Birth Rate","2003",13.4328358208955
"1165","Lucas","Live Birth Rate","2004",13.1386861313869
"1166","Lucas","Live Birth Rate","2005",10.1449275362319
"1167","Lucas","Live Birth Rate","2006",18.3098591549296
"1168","Lucas","Live Birth Rate","2007",28.6944045911047
"1169","Lucas","Live Birth Rate","2008",15.6494522691706
"1170","Lucas","Live Birth Rate","2009",13.677811550152
"1171","Lucas","Live Birth Rate","2010",24.1545893719807
"1172","Lucas","Live Birth Rate","2011",14.7299509001637
"1173","Lucas","Live Birth Rate","2012",11.3821138211382
"1174","Lucas","Live Birth Rate","2013",13.8169257340242
"1175","Lucas","Live Birth Rate","2014",12.1527777777778
"1176","Lucas","Live Birth Rate","2015",10.7334525939177
"1177","Lucas","Live Birth Rate","2016",12.4555160142349
"1178","Lucas","Live Birth Rate","2017",15.9857904085258
"1179","Lucas","Live Birth Rate","2018",NA
"1180","Lucas","Live Birth Rate","2019",NA
"1181","Lyon","Live Birth Rate","2000",5.43478260869565
"1182","Lyon","Live Birth Rate","2001",NA
"1183","Lyon","Live Birth Rate","2002",NA
"1184","Lyon","Live Birth Rate","2003",NA
"1185","Lyon","Live Birth Rate","2004",5.61797752808989
"1186","Lyon","Live Birth Rate","2005",NA
"1187","Lyon","Live Birth Rate","2006",NA
"1188","Lyon","Live Birth Rate","2007",5.77367205542725
"1189","Lyon","Live Birth Rate","2008",8.33333333333333
"1190","Lyon","Live Birth Rate","2009",8.53658536585366
"1191","Lyon","Live Birth Rate","2010",NA
"1192","Lyon","Live Birth Rate","2011",6.38569604086845
"1193","Lyon","Live Birth Rate","2012",10.443864229765
"1194","Lyon","Live Birth Rate","2013",9.33333333333333
"1195","Lyon","Live Birth Rate","2014",7.82268578878748
"1196","Lyon","Live Birth Rate","2015",8.95140664961637
"1197","Lyon","Live Birth Rate","2016",NA
"1198","Lyon","Live Birth Rate","2017",NA
"1199","Lyon","Live Birth Rate","2018",NA
"1200","Lyon","Live Birth Rate","2019",NA
"1201","Madison","Live Birth Rate","2000",13.5396518375242
"1202","Madison","Live Birth Rate","2001",8.57959961868446
"1203","Madison","Live Birth Rate","2002",14.3953934740883
"1204","Madison","Live Birth Rate","2003",12.6953125
"1205","Madison","Live Birth Rate","2004",14.7783251231527
"1206","Madison","Live Birth Rate","2005",12.7326150832517
"1207","Madison","Live Birth Rate","2006",17.3076923076923
"1208","Madison","Live Birth Rate","2007",9.68054211035818
"1209","Madison","Live Birth Rate","2008",13.3971291866029
"1210","Madison","Live Birth Rate","2009",8.50661625708885
"1211","Madison","Live Birth Rate","2010",11.8226600985222
"1212","Madison","Live Birth Rate","2011",11.472275334608
"1213","Madison","Live Birth Rate","2012",6.50557620817844
"1214","Madison","Live Birth Rate","2013",NA
"1215","Madison","Live Birth Rate","2014",8.96057347670251
"1216","Madison","Live Birth Rate","2015",8.74125874125874
"1217","Madison","Live Birth Rate","2016",NA
"1218","Madison","Live Birth Rate","2017",NA
"1219","Madison","Live Birth Rate","2018",4.61254612546125
"1220","Madison","Live Birth Rate","2019",NA
"1221","Mahaska","Live Birth Rate","2000",21.5492137449039
"1222","Mahaska","Live Birth Rate","2001",24.3626062322946
"1223","Mahaska","Live Birth Rate","2002",13.1054131054131
"1224","Mahaska","Live Birth Rate","2003",18.7764990914597
"1225","Mahaska","Live Birth Rate","2004",16.3624921334172
"1226","Mahaska","Live Birth Rate","2005",19.3992490613267
"1227","Mahaska","Live Birth Rate","2006",25.6739409499358
"1228","Mahaska","Live Birth Rate","2007",23.21083172147
"1229","Mahaska","Live Birth Rate","2008",11.0461338531514
"1230","Mahaska","Live Birth Rate","2009",17.9880079946702
"1231","Mahaska","Live Birth Rate","2010",12.2659780503551
"1232","Mahaska","Live Birth Rate","2011",10.9395109395109
"1233","Mahaska","Live Birth Rate","2012",7.05128205128205
"1234","Mahaska","Live Birth Rate","2013",14.9350649350649
"1235","Mahaska","Live Birth Rate","2014",11.4795918367347
"1236","Mahaska","Live Birth Rate","2015",6.33312222925903
"1237","Mahaska","Live Birth Rate","2016",8.46354166666667
"1238","Mahaska","Live Birth Rate","2017",10.223642172524
"1239","Mahaska","Live Birth Rate","2018",10.3761348897536
"1240","Mahaska","Live Birth Rate","2019",5.84415584415584
"1241","Marion","Live Birth Rate","2000",11.171032357473
"1242","Marion","Live Birth Rate","2001",7.06057227796358
"1243","Marion","Live Birth Rate","2002",11.9715675271231
"1244","Marion","Live Birth Rate","2003",7.82414307004471
"1245","Marion","Live Birth Rate","2004",10.0446428571429
"1246","Marion","Live Birth Rate","2005",12.0937263794407
"1247","Marion","Live Birth Rate","2006",13.6581764488741
"1248","Marion","Live Birth Rate","2007",12.4810892586989
"1249","Marion","Live Birth Rate","2008",10.1351351351351
"1250","Marion","Live Birth Rate","2009",10.7927056196502
"1251","Marion","Live Birth Rate","2010",8.55654761904762
"1252","Marion","Live Birth Rate","2011",10.3934669636229
"1253","Marion","Live Birth Rate","2012",5.6390977443609
"1254","Marion","Live Birth Rate","2013",6.99572483482316
"1255","Marion","Live Birth Rate","2014",5.90318772136954
"1256","Marion","Live Birth Rate","2015",5.75594781273983
"1257","Marion","Live Birth Rate","2016",7.85237534354142
"1258","Marion","Live Birth Rate","2017",5.10604870384918
"1259","Marion","Live Birth Rate","2018",5.45596258768511
"1260","Marion","Live Birth Rate","2019",4.46791226645004
"1261","Marshall","Live Birth Rate","2000",27.6529554096094
"1262","Marshall","Live Birth Rate","2001",26.8410185822436
"1263","Marshall","Live Birth Rate","2002",26.977761574918
"1264","Marshall","Live Birth Rate","2003",26.9461077844311
"1265","Marshall","Live Birth Rate","2004",32.3901712583768
"1266","Marshall","Live Birth Rate","2005",32.5634229458538
"1267","Marshall","Live Birth Rate","2006",29.5698924731183
"1268","Marshall","Live Birth Rate","2007",27.3037542662116
"1269","Marshall","Live Birth Rate","2008",27.2286460276016
"1270","Marshall","Live Birth Rate","2009",27.1360469380271
"1271","Marshall","Live Birth Rate","2010",27.6147739040387
"1272","Marshall","Live Birth Rate","2011",19.7573656845754
"1273","Marshall","Live Birth Rate","2012",25.7787325456498
"1274","Marshall","Live Birth Rate","2013",16.9117647058824
"1275","Marshall","Live Birth Rate","2014",20.0985968904058
"1276","Marshall","Live Birth Rate","2015",18.0838784147749
"1277","Marshall","Live Birth Rate","2016",15.9471022948269
"1278","Marshall","Live Birth Rate","2017",12.4905374716124
"1279","Marshall","Live Birth Rate","2018",14.1275295914471
"1280","Marshall","Live Birth Rate","2019",8.98203592814371
"1281","Mills","Live Birth Rate","2000",10.8695652173913
"1282","Mills","Live Birth Rate","2001",11.9047619047619
"1283","Mills","Live Birth Rate","2002",10.958904109589
"1284","Mills","Live Birth Rate","2003",7.46965452847806
"1285","Mills","Live Birth Rate","2004",7.5046904315197
"1286","Mills","Live Birth Rate","2005",5.74712643678161
"1287","Mills","Live Birth Rate","2006",11.5273775216138
"1288","Mills","Live Birth Rate","2007",8.75486381322957
"1289","Mills","Live Birth Rate","2008",18.1644359464627
"1290","Mills","Live Birth Rate","2009",17.0132325141777
"1291","Mills","Live Birth Rate","2010",8.53889943074004
"1292","Mills","Live Birth Rate","2011",8.53889943074004
"1293","Mills","Live Birth Rate","2012",15.0659133709981
"1294","Mills","Live Birth Rate","2013",11.9705340699816
"1295","Mills","Live Birth Rate","2014",10.3675777568332
"1296","Mills","Live Birth Rate","2015",8.7378640776699
"1297","Mills","Live Birth Rate","2016",5.99400599400599
"1298","Mills","Live Birth Rate","2017",7.16479017400205
"1299","Mills","Live Birth Rate","2018",5.04540867810293
"1300","Mills","Live Birth Rate","2019",6.00600600600601
"1301","Mitchell","Live Birth Rate","2000",6.35324015247776
"1302","Mitchell","Live Birth Rate","2001",16.270337922403
"1303","Mitchell","Live Birth Rate","2002",12.8205128205128
"1304","Mitchell","Live Birth Rate","2003",11.3493064312736
"1305","Mitchell","Live Birth Rate","2004",6.02409638554217
"1306","Mitchell","Live Birth Rate","2005",11.1386138613861
"1307","Mitchell","Live Birth Rate","2006",8.46432889963724
"1308","Mitchell","Live Birth Rate","2007",NA
"1309","Mitchell","Live Birth Rate","2008",6.1652281134402
"1310","Mitchell","Live Birth Rate","2009",NA
"1311","Mitchell","Live Birth Rate","2010",7.98934753661784
"1312","Mitchell","Live Birth Rate","2011",NA
"1313","Mitchell","Live Birth Rate","2012",NA
"1314","Mitchell","Live Birth Rate","2013",10.958904109589
"1315","Mitchell","Live Birth Rate","2014",NA
"1316","Mitchell","Live Birth Rate","2015",NA
"1317","Mitchell","Live Birth Rate","2016",NA
"1318","Mitchell","Live Birth Rate","2017",NA
"1319","Mitchell","Live Birth Rate","2018",NA
"1320","Mitchell","Live Birth Rate","2019",NA
"1321","Monona","Live Birth Rate","2000",20.8643815201192
"1322","Monona","Live Birth Rate","2001",16.4424514200299
"1323","Monona","Live Birth Rate","2002",17.0278637770898
"1324","Monona","Live Birth Rate","2003",20.5047318611987
"1325","Monona","Live Birth Rate","2004",21.630615640599
"1326","Monona","Live Birth Rate","2005",10.1522842639594
"1327","Monona","Live Birth Rate","2006",12.2591943957968
"1328","Monona","Live Birth Rate","2007",9.98336106489185
"1329","Monona","Live Birth Rate","2008",13.2890365448505
"1330","Monona","Live Birth Rate","2009",8.81834215167548
"1331","Monona","Live Birth Rate","2010",13.5593220338983
"1332","Monona","Live Birth Rate","2011",NA
"1333","Monona","Live Birth Rate","2012",8.80281690140845
"1334","Monona","Live Birth Rate","2013",NA
"1335","Monona","Live Birth Rate","2014",8.75656742556918
"1336","Monona","Live Birth Rate","2015",9.07441016333938
"1337","Monona","Live Birth Rate","2016",NA
"1338","Monona","Live Birth Rate","2017",9.54198473282443
"1339","Monona","Live Birth Rate","2018",NA
"1340","Monona","Live Birth Rate","2019",NA
"1341","Monroe","Live Birth Rate","2000",21.4669051878354
"1342","Monroe","Live Birth Rate","2001",23.8532110091743
"1343","Monroe","Live Birth Rate","2002",11.2359550561798
"1344","Monroe","Live Birth Rate","2003",20.1834862385321
"1345","Monroe","Live Birth Rate","2004",18.6567164179104
"1346","Monroe","Live Birth Rate","2005",11.4503816793893
"1347","Monroe","Live Birth Rate","2006",24.1935483870968
"1348","Monroe","Live Birth Rate","2007",12.1703853955375
"1349","Monroe","Live Birth Rate","2008",39.1752577319588
"1350","Monroe","Live Birth Rate","2009",20.0803212851406
"1351","Monroe","Live Birth Rate","2010",22.0588235294118
"1352","Monroe","Live Birth Rate","2011",12.5448028673835
"1353","Monroe","Live Birth Rate","2012",16.6358595194085
"1354","Monroe","Live Birth Rate","2013",11.5830115830116
"1355","Monroe","Live Birth Rate","2014",14.2276422764228
"1356","Monroe","Live Birth Rate","2015",11.8811881188119
"1357","Monroe","Live Birth Rate","2016",NA
"1358","Monroe","Live Birth Rate","2017",NA
"1359","Monroe","Live Birth Rate","2018",NA
"1360","Monroe","Live Birth Rate","2019",15.8415841584158
"1361","Montgomery","Live Birth Rate","2000",7.29040097205346
"1362","Montgomery","Live Birth Rate","2001",15.8536585365854
"1363","Montgomery","Live Birth Rate","2002",12.8205128205128
"1364","Montgomery","Live Birth Rate","2003",13.3868808567604
"1365","Montgomery","Live Birth Rate","2004",22.2513089005236
"1366","Montgomery","Live Birth Rate","2005",19.7628458498024
"1367","Montgomery","Live Birth Rate","2006",10.3359173126615
"1368","Montgomery","Live Birth Rate","2007",13.4589502018843
"1369","Montgomery","Live Birth Rate","2008",18.641810918775
"1370","Montgomery","Live Birth Rate","2009",16.7130919220056
"1371","Montgomery","Live Birth Rate","2010",23.7762237762238
"1372","Montgomery","Live Birth Rate","2011",20.6611570247934
"1373","Montgomery","Live Birth Rate","2012",11.3314447592068
"1374","Montgomery","Live Birth Rate","2013",23.2896652110626
"1375","Montgomery","Live Birth Rate","2014",23.3918128654971
"1376","Montgomery","Live Birth Rate","2015",15.0602409638554
"1377","Montgomery","Live Birth Rate","2016",10.7197549770291
"1378","Montgomery","Live Birth Rate","2017",NA
"1379","Montgomery","Live Birth Rate","2018",14.1732283464567
"1380","Montgomery","Live Birth Rate","2019",11.6666666666667
"1381","Muscatine","Live Birth Rate","2000",32.123353678124
"1382","Muscatine","Live Birth Rate","2001",31.0254735467015
"1383","Muscatine","Live Birth Rate","2002",23.0586639538827
"1384","Muscatine","Live Birth Rate","2003",26.7417311752287
"1385","Muscatine","Live Birth Rate","2004",23.2722143864598
"1386","Muscatine","Live Birth Rate","2005",23.0636833046472
"1387","Muscatine","Live Birth Rate","2006",26.3959390862944
"1388","Muscatine","Live Birth Rate","2007",24.8935473304946
"1389","Muscatine","Live Birth Rate","2008",28.7746524409958
"1390","Muscatine","Live Birth Rate","2009",21.5686274509804
"1391","Muscatine","Live Birth Rate","2010",18.3211192538308
"1392","Muscatine","Live Birth Rate","2011",18.989487962021
"1393","Muscatine","Live Birth Rate","2012",18.4219673270768
"1394","Muscatine","Live Birth Rate","2013",19.0073917634636
"1395","Muscatine","Live Birth Rate","2014",13.8642019196587
"1396","Muscatine","Live Birth Rate","2015",14.4620811287478
"1397","Muscatine","Live Birth Rate","2016",9.07821229050279
"1398","Muscatine","Live Birth Rate","2017",10.4022191400832
"1399","Muscatine","Live Birth Rate","2018",12.3239436619718
"1400","Muscatine","Live Birth Rate","2019",8.8339222614841
"1401","Obrien","Live Birth Rate","2000",18.4718723761545
"1402","Obrien","Live Birth Rate","2001",10.2827763496144
"1403","Obrien","Live Birth Rate","2002",13.6736554238833
"1404","Obrien","Live Birth Rate","2003",11.3851992409867
"1405","Obrien","Live Birth Rate","2004",15.8730158730159
"1406","Obrien","Live Birth Rate","2005",18.5546875
"1407","Obrien","Live Birth Rate","2006",12.2448979591837
"1408","Obrien","Live Birth Rate","2007",18.0851063829787
"1409","Obrien","Live Birth Rate","2008",15.4015401540154
"1410","Obrien","Live Birth Rate","2009",10.85776330076
"1411","Obrien","Live Birth Rate","2010",24.5535714285714
"1412","Obrien","Live Birth Rate","2011",14.3964562569214
"1413","Obrien","Live Birth Rate","2012",9.08059023836549
"1414","Obrien","Live Birth Rate","2013",5.87544065804935
"1415","Obrien","Live Birth Rate","2014",7.14285714285714
"1416","Obrien","Live Birth Rate","2015",7.05882352941177
"1417","Obrien","Live Birth Rate","2016",12.6874279123414
"1418","Obrien","Live Birth Rate","2017",13.23706377858
"1419","Obrien","Live Birth Rate","2018",11.6279069767442
"1420","Obrien","Live Birth Rate","2019",NA
"1421","Osceola","Live Birth Rate","2000",NA
"1422","Osceola","Live Birth Rate","2001",11.5384615384615
"1423","Osceola","Live Birth Rate","2002",13.2575757575758
"1424","Osceola","Live Birth Rate","2003",13.2575757575758
"1425","Osceola","Live Birth Rate","2004",16.6666666666667
"1426","Osceola","Live Birth Rate","2005",9.63391136801541
"1427","Osceola","Live Birth Rate","2006",9.27643784786642
"1428","Osceola","Live Birth Rate","2007",11.8577075098814
"1429","Osceola","Live Birth Rate","2008",NA
"1430","Osceola","Live Birth Rate","2009",NA
"1431","Osceola","Live Birth Rate","2010",14.1843971631206
"1432","Osceola","Live Birth Rate","2011",NA
"1433","Osceola","Live Birth Rate","2012",18.3727034120735
"1434","Osceola","Live Birth Rate","2013",16.260162601626
"1435","Osceola","Live Birth Rate","2014",NA
"1436","Osceola","Live Birth Rate","2015",23.1884057971014
"1437","Osceola","Live Birth Rate","2016",NA
"1438","Osceola","Live Birth Rate","2017",NA
"1439","Osceola","Live Birth Rate","2018",NA
"1440","Osceola","Live Birth Rate","2019",NA
"1441","Page","Live Birth Rate","2000",12.7490039840637
"1442","Page","Live Birth Rate","2001",8.95765472312704
"1443","Page","Live Birth Rate","2002",15.8069883527454
"1444","Page","Live Birth Rate","2003",13.6869118905047
"1445","Page","Live Birth Rate","2004",6.04490500863558
"1446","Page","Live Birth Rate","2005",14.261744966443
"1447","Page","Live Birth Rate","2006",12.531328320802
"1448","Page","Live Birth Rate","2007",17.8875638841567
"1449","Page","Live Birth Rate","2008",16.9491525423729
"1450","Page","Live Birth Rate","2009",24.4590780809031
"1451","Page","Live Birth Rate","2010",16.1145926589078
"1452","Page","Live Birth Rate","2011",18.8003581020591
"1453","Page","Live Birth Rate","2012",23.0627306273063
"1454","Page","Live Birth Rate","2013",14.3815915627996
"1455","Page","Live Birth Rate","2014",8.65384615384616
"1456","Page","Live Birth Rate","2015",12.1334681496461
"1457","Page","Live Birth Rate","2016",15.6903765690377
"1458","Page","Live Birth Rate","2017",11.9565217391304
"1459","Page","Live Birth Rate","2018",NA
"1460","Page","Live Birth Rate","2019",16.6073546856465
"1461","Palo Alto","Live Birth Rate","2000",14.3329658213892
"1462","Palo Alto","Live Birth Rate","2001",8.0091533180778
"1463","Palo Alto","Live Birth Rate","2002",7.2289156626506
"1464","Palo Alto","Live Birth Rate","2003",NA
"1465","Palo Alto","Live Birth Rate","2004",7.7720207253886
"1466","Palo Alto","Live Birth Rate","2005",9.53678474114441
"1467","Palo Alto","Live Birth Rate","2006",8.63309352517986
"1468","Palo Alto","Live Birth Rate","2007",7.45156482861401
"1469","Palo Alto","Live Birth Rate","2008",13.6363636363636
"1470","Palo Alto","Live Birth Rate","2009",7.46268656716418
"1471","Palo Alto","Live Birth Rate","2010",9.25925925925926
"1472","Palo Alto","Live Birth Rate","2011",11.400651465798
"1473","Palo Alto","Live Birth Rate","2012",NA
"1474","Palo Alto","Live Birth Rate","2013",10.3092783505155
"1475","Palo Alto","Live Birth Rate","2014",NA
"1476","Palo Alto","Live Birth Rate","2015",NA
"1477","Palo Alto","Live Birth Rate","2016",NA
"1478","Palo Alto","Live Birth Rate","2017",NA
"1479","Palo Alto","Live Birth Rate","2018",NA
"1480","Palo Alto","Live Birth Rate","2019",NA
"1481","Plymouth","Live Birth Rate","2000",12.3456790123457
"1482","Plymouth","Live Birth Rate","2001",9.05624404194471
"1483","Plymouth","Live Birth Rate","2002",9.79911807937286
"1484","Plymouth","Live Birth Rate","2003",9.10470409711684
"1485","Plymouth","Live Birth Rate","2004",9.38967136150235
"1486","Plymouth","Live Birth Rate","2005",7.05754614549403
"1487","Plymouth","Live Birth Rate","2006",10.2702702702703
"1488","Plymouth","Live Birth Rate","2007",11.4628820960699
"1489","Plymouth","Live Birth Rate","2008",10.0446428571429
"1490","Plymouth","Live Birth Rate","2009",11.0017371163868
"1491","Plymouth","Live Birth Rate","2010",3.34075723830735
"1492","Plymouth","Live Birth Rate","2011",6.71892497200448
"1493","Plymouth","Live Birth Rate","2012",9.75889781859931
"1494","Plymouth","Live Birth Rate","2013",9.65909090909091
"1495","Plymouth","Live Birth Rate","2014",8.53727945361411
"1496","Plymouth","Live Birth Rate","2015",5.80383052814858
"1497","Plymouth","Live Birth Rate","2016",5.3475935828877
"1498","Plymouth","Live Birth Rate","2017",5.33175355450237
"1499","Plymouth","Live Birth Rate","2018",3.5778175313059
"1500","Plymouth","Live Birth Rate","2019",3.57142857142857
"1501","Pocahontas","Live Birth Rate","2000",7.97448165869218
"1502","Pocahontas","Live Birth Rate","2001",NA
"1503","Pocahontas","Live Birth Rate","2002",8.55920114122682
"1504","Pocahontas","Live Birth Rate","2003",8.65800865800866
"1505","Pocahontas","Live Birth Rate","2004",NA
"1506","Pocahontas","Live Birth Rate","2005",13.4128166915052
"1507","Pocahontas","Live Birth Rate","2006",12.6782884310618
"1508","Pocahontas","Live Birth Rate","2007",21.3114754098361
"1509","Pocahontas","Live Birth Rate","2008",13.7931034482759
