"","fips","county","year","provider_type","age","cost_average_per_week","cost"
"588",19083,"Hardin",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$137.25",137.25
"589",19085,"Harrison",2020,"Registered Child Development Homes","Infant (0-12 Months)","$157.00",157
"590",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$131.70",131.7
"591",19085,"Harrison",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$157.00",157
"592",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$131.70",131.7
"593",19085,"Harrison",2020,"Registered Child Development Homes","Two Year Olds","$152.00",152
"594",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$126.07",126.07
"595",19085,"Harrison",2020,"Registered Child Development Homes","Three Year Olds","$152.00",152
"596",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$130.93",130.93
"597",19085,"Harrison",2020,"Registered Child Development Homes","Four & Five Year Olds","$152.00",152
"598",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$130.93",130.93
"599",19085,"Harrison",2020,"Registered Child Development Homes","Before & After School","$80.00",80
"600",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Before & After School","$53.00",53
"601",19085,"Harrison",2020,"Registered Child Development Homes","Full Time School-Age","$153.33",153.33
"602",19085,"Harrison",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$130.93",130.93
"603",19087,"Henry",2020,"Registered Child Development Homes","Infant (0-12 Months)","$148.33",148.33
"604",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$175.00",175
"605",19087,"Henry",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$148.33",148.33
"606",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$165.00",165
"607",19087,"Henry",2020,"Registered Child Development Homes","Two Year Olds","$141.67",141.67
"608",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$155.00",155
"609",19087,"Henry",2020,"Registered Child Development Homes","Three Year Olds","$141.67",141.67
"610",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$145.00",145
"611",19087,"Henry",2020,"Registered Child Development Homes","Four & Five Year Olds","$141.67",141.67
"612",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$135.00",135
"613",19087,"Henry",2020,"Registered Child Development Homes","Before & After School","$70.00",70
"614",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"615",19087,"Henry",2020,"Registered Child Development Homes","Full Time School-Age","$136.67",136.67
"616",19087,"Henry",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$110.00",110
"617",19089,"Howard",2020,"Registered Child Development Homes","Infant (0-12 Months)","$126.90",126.9
"618",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$148.50",148.5
"619",19089,"Howard",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$126.90",126.9
"620",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$148.50",148.5
"621",19089,"Howard",2020,"Registered Child Development Homes","Two Year Olds","$126.90",126.9
"622",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$140.85",140.85
"623",19089,"Howard",2020,"Registered Child Development Homes","Three Year Olds","$126.90",126.9
"624",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$140.85",140.85
"625",19089,"Howard",2020,"Registered Child Development Homes","Four & Five Year Olds","$126.90",126.9
"626",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$139.50",139.5
"627",19089,"Howard",2020,"Registered Child Development Homes","Before & After School","$56.40",56.4
"628",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Before & After School","$64.60",64.6
"629",19089,"Howard",2020,"Registered Child Development Homes","Full Time School-Age","$126.90",126.9
"630",19089,"Howard",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$138.60",138.6
"631",19091,"Humboldt",2020,"Registered Child Development Homes","Infant (0-12 Months)","$125.00",125
"632",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$154.00",154
"633",19091,"Humboldt",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$118.75",118.75
"634",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$154.00",154
"635",19091,"Humboldt",2020,"Registered Child Development Homes","Two Year Olds","$118.00",118
"636",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$139.75",139.75
"637",19091,"Humboldt",2020,"Registered Child Development Homes","Three Year Olds","$118.00",118
"638",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$139.75",139.75
"639",19091,"Humboldt",2020,"Registered Child Development Homes","Four & Five Year Olds","$118.00",118
"640",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$117.25",117.25
"641",19091,"Humboldt",2020,"Registered Child Development Homes","Before & After School","$52.44",52.44
"642",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Before & After School","$52.11",52.11
"643",19091,"Humboldt",2020,"Registered Child Development Homes","Full Time School-Age","$100.00",100
"644",19091,"Humboldt",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$112.75",112.75
"645",19093,"Ida",2020,"Registered Child Development Homes","Infant (0-12 Months)",NA,NA
"646",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$153.90",153.9
"647",19093,"Ida",2020,"Registered Child Development Homes","Toddler (13-23 Months)",NA,NA
"648",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$153.90",153.9
"649",19093,"Ida",2020,"Registered Child Development Homes","Two Year Olds",NA,NA
"650",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$147.60",147.6
"651",19093,"Ida",2020,"Registered Child Development Homes","Three Year Olds",NA,NA
"652",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$147.60",147.6
"653",19093,"Ida",2020,"Registered Child Development Homes","Four & Five Year Olds",NA,NA
"654",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$123.75",123.75
"655",19093,"Ida",2020,"Registered Child Development Homes","Before & After School",NA,NA
"656",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Before & After School","$55.00",55
"657",19093,"Ida",2020,"Registered Child Development Homes","Full Time School-Age",NA,NA
"658",19093,"Ida",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$147.60",147.6
"659",19095,"Iowa",2020,"Registered Child Development Homes","Infant (0-12 Months)","$145.00",145
"660",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$155.00",155
"661",19095,"Iowa",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$146.00",146
"662",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$155.00",155
"663",19095,"Iowa",2020,"Registered Child Development Homes","Two Year Olds","$146.00",146
"664",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$150.00",150
"665",19095,"Iowa",2020,"Registered Child Development Homes","Three Year Olds","$146.00",146
"666",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$150.00",150
"667",19095,"Iowa",2020,"Registered Child Development Homes","Four & Five Year Olds","$146.00",146
"668",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$150.00",150
"669",19095,"Iowa",2020,"Registered Child Development Homes","Before & After School","$62.50",62.5
"670",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Before & After School","$80.00",80
"671",19095,"Iowa",2020,"Registered Child Development Homes","Full Time School-Age","$138.75",138.75
"672",19095,"Iowa",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$150.00",150
"673",19097,"Jackson",2020,"Registered Child Development Homes","Infant (0-12 Months)","$135.00",135
"674",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$153.90",153.9
"675",19097,"Jackson",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$135.00",135
"676",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$153.90",153.9
"677",19097,"Jackson",2020,"Registered Child Development Homes","Two Year Olds","$135.00",135
"678",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$146.25",146.25
"679",19097,"Jackson",2020,"Registered Child Development Homes","Three Year Olds","$135.00",135
"680",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$137.70",137.7
"681",19097,"Jackson",2020,"Registered Child Development Homes","Four & Five Year Olds","$135.00",135
"682",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$137.70",137.7
"683",19097,"Jackson",2020,"Registered Child Development Homes","Before & After School",NA,NA
"684",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"685",19097,"Jackson",2020,"Registered Child Development Homes","Full Time School-Age","$135.00",135
"686",19097,"Jackson",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$131.40",131.4
"687",19099,"Jasper",2020,"Registered Child Development Homes","Infant (0-12 Months)","$135.87",135.87
"688",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$179.33",179.33
"689",19099,"Jasper",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$131.96",131.96
"690",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$179.33",179.33
"691",19099,"Jasper",2020,"Registered Child Development Homes","Two Year Olds","$127.60",127.6
"692",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$162.71",162.71
"693",19099,"Jasper",2020,"Registered Child Development Homes","Three Year Olds","$126.60",126.6
"694",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$156.14",156.14
"695",19099,"Jasper",2020,"Registered Child Development Homes","Four & Five Year Olds","$124.40",124.4
"696",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$145.86",145.86
"697",19099,"Jasper",2020,"Registered Child Development Homes","Before & After School","$68.65",68.65
"698",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Before & After School","$85.00",85
"699",19099,"Jasper",2020,"Registered Child Development Homes","Full Time School-Age","$118.57",118.57
"700",19099,"Jasper",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$131.71",131.71
"701",19101,"Jefferson",2020,"Registered Child Development Homes","Infant (0-12 Months)","$125.00",125
"702",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$142.50",142.5
"703",19101,"Jefferson",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$125.00",125
"704",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$142.50",142.5
"705",19101,"Jefferson",2020,"Registered Child Development Homes","Two Year Olds","$125.00",125
"706",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$132.50",132.5
"707",19101,"Jefferson",2020,"Registered Child Development Homes","Three Year Olds","$125.00",125
"708",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$132.50",132.5
"709",19101,"Jefferson",2020,"Registered Child Development Homes","Four & Five Year Olds","$125.00",125
"710",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$132.50",132.5
"711",19101,"Jefferson",2020,"Registered Child Development Homes","Before & After School",NA,NA
"712",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"713",19101,"Jefferson",2020,"Registered Child Development Homes","Full Time School-Age","$125.00",125
"714",19101,"Jefferson",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$132.50",132.5
"715",19103,"Johnson",2020,"Registered Child Development Homes","Infant (0-12 Months)","$167.45",167.45
"716",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$253.09",253.09
"717",19103,"Johnson",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$165.90",165.9
"718",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$253.09",253.09
"719",19103,"Johnson",2020,"Registered Child Development Homes","Two Year Olds","$162.52",162.52
"720",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$229.63",229.63
"721",19103,"Johnson",2020,"Registered Child Development Homes","Three Year Olds","$161.33",161.33
"722",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$209.56",209.56
"723",19103,"Johnson",2020,"Registered Child Development Homes","Four & Five Year Olds","$159.58",159.58
"724",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$203.00",203
"725",19103,"Johnson",2020,"Registered Child Development Homes","Before & After School","$62.55",62.55
"726",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Before & After School","$79.64",79.64
"727",19103,"Johnson",2020,"Registered Child Development Homes","Full Time School-Age","$151.33",151.33
"728",19103,"Johnson",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$186.47",186.47
"729",19105,"Jones",2020,"Registered Child Development Homes","Infant (0-12 Months)","$135.00",135
"730",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$165.00",165
"731",19105,"Jones",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$135.00",135
"732",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$165.00",165
"733",19105,"Jones",2020,"Registered Child Development Homes","Two Year Olds","$112.50",112.5
"734",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$156.67",156.67
"735",19105,"Jones",2020,"Registered Child Development Homes","Three Year Olds","$112.50",112.5
"736",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$153.33",153.33
"737",19105,"Jones",2020,"Registered Child Development Homes","Four & Five Year Olds","$100.00",100
"738",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$145.00",145
"739",19105,"Jones",2020,"Registered Child Development Homes","Before & After School","$75.00",75
"740",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Before & After School","$60.00",60
"741",19105,"Jones",2020,"Registered Child Development Homes","Full Time School-Age","$112.50",112.5
"742",19105,"Jones",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$125.00",125
"743",19107,"Keokuk",2020,"Registered Child Development Homes","Infant (0-12 Months)",NA,NA
"744",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)",NA,NA
"745",19107,"Keokuk",2020,"Registered Child Development Homes","Toddler (13-23 Months)",NA,NA
"746",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)",NA,NA
"747",19107,"Keokuk",2020,"Registered Child Development Homes","Two Year Olds",NA,NA
"748",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Two Year Olds",NA,NA
"749",19107,"Keokuk",2020,"Registered Child Development Homes","Three Year Olds",NA,NA
"750",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Three Year Olds",NA,NA
"751",19107,"Keokuk",2020,"Registered Child Development Homes","Four & Five Year Olds",NA,NA
"752",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds",NA,NA
"753",19107,"Keokuk",2020,"Registered Child Development Homes","Before & After School",NA,NA
"754",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Before & After School",NA,NA
"755",19107,"Keokuk",2020,"Registered Child Development Homes","Full Time School-Age",NA,NA
"756",19107,"Keokuk",2020,"DHS Licensed Centers/Preschools","Full Time School-Age",NA,NA
"757",19109,"Kossuth",2020,"Registered Child Development Homes","Infant (0-12 Months)","$139.05",139.05
"758",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$159.75",159.75
"759",19109,"Kossuth",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$139.05",139.05
"760",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$159.75",159.75
"761",19109,"Kossuth",2020,"Registered Child Development Homes","Two Year Olds","$139.05",139.05
"762",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$152.10",152.1
"763",19109,"Kossuth",2020,"Registered Child Development Homes","Three Year Olds","$139.05",139.05
"764",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$143.10",143.1
"765",19109,"Kossuth",2020,"Registered Child Development Homes","Four & Five Year Olds","$139.05",139.05
"766",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$143.10",143.1
"767",19109,"Kossuth",2020,"Registered Child Development Homes","Before & After School","$61.80",61.8
"768",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Before & After School","$63.60",63.6
"769",19109,"Kossuth",2020,"Registered Child Development Homes","Full Time School-Age","$139.05",139.05
"770",19109,"Kossuth",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$143.10",143.1
"771",19111,"Lee",2020,"Registered Child Development Homes","Infant (0-12 Months)","$130.00",130
"772",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$165.00",165
"773",19111,"Lee",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$130.00",130
"774",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$165.00",165
"775",19111,"Lee",2020,"Registered Child Development Homes","Two Year Olds","$130.00",130
"776",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$155.00",155
"777",19111,"Lee",2020,"Registered Child Development Homes","Three Year Olds","$130.00",130
"778",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$150.00",150
"779",19111,"Lee",2020,"Registered Child Development Homes","Four & Five Year Olds","$130.00",130
"780",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$142.50",142.5
"781",19111,"Lee",2020,"Registered Child Development Homes","Before & After School","$50.00",50
"782",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Before & After School","$53.75",53.75
"783",19111,"Lee",2020,"Registered Child Development Homes","Full Time School-Age","$127.50",127.5
"784",19111,"Lee",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$130.00",130
"785",19113,"Linn",2020,"Registered Child Development Homes","Infant (0-12 Months)","$148.46",148.46
"786",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$213.13",213.13
"787",19113,"Linn",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$147.38",147.38
"788",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$210.84",210.84
"789",19113,"Linn",2020,"Registered Child Development Homes","Two Year Olds","$141.19",141.19
"790",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$190.98",190.98
"791",19113,"Linn",2020,"Registered Child Development Homes","Three Year Olds","$140.48",140.48
"792",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$178.91",178.91
"793",19113,"Linn",2020,"Registered Child Development Homes","Four & Five Year Olds","$137.93",137.93
"794",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$172.70",172.7
"795",19113,"Linn",2020,"Registered Child Development Homes","Before & After School","$71.33",71.33
"796",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Before & After School","$87.37",87.37
"797",19113,"Linn",2020,"Registered Child Development Homes","Full Time School-Age","$134.62",134.62
"798",19113,"Linn",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$157.59",157.59
"799",19115,"Louisa",2020,"Registered Child Development Homes","Infant (0-12 Months)","$129.80",129.8
"800",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$150.00",150
"801",19115,"Louisa",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$129.80",129.8
"802",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$150.00",150
"803",19115,"Louisa",2020,"Registered Child Development Homes","Two Year Olds","$121.80",121.8
"804",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$140.00",140
"805",19115,"Louisa",2020,"Registered Child Development Homes","Three Year Olds","$121.80",121.8
"806",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$135.00",135
"807",19115,"Louisa",2020,"Registered Child Development Homes","Four & Five Year Olds","$121.80",121.8
"808",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$135.00",135
"809",19115,"Louisa",2020,"Registered Child Development Homes","Before & After School","$54.10",54.1
"810",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Before & After School","$65.00",65
"811",19115,"Louisa",2020,"Registered Child Development Homes","Full Time School-Age","$108.00",108
"812",19115,"Louisa",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$125.00",125
"813",19117,"Lucas",2020,"Registered Child Development Homes","Infant (0-12 Months)","$117.50",117.5
"814",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$180.00",180
"815",19117,"Lucas",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$117.50",117.5
"816",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$180.00",180
"817",19117,"Lucas",2020,"Registered Child Development Homes","Two Year Olds","$117.50",117.5
"818",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$151.00",151
"819",19117,"Lucas",2020,"Registered Child Development Homes","Three Year Olds","$117.50",117.5
"820",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$147.00",147
"821",19117,"Lucas",2020,"Registered Child Development Homes","Four & Five Year Olds","$117.50",117.5
"822",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$144.00",144
"823",19117,"Lucas",2020,"Registered Child Development Homes","Before & After School","$61.25",61.25
"824",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Before & After School","$70.00",70
"825",19117,"Lucas",2020,"Registered Child Development Homes","Full Time School-Age","$117.50",117.5
"826",19117,"Lucas",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$141.00",141
"827",19119,"Lyon",2020,"Registered Child Development Homes","Infant (0-12 Months)","$127.35",127.35
"828",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$159.33",159.33
"829",19119,"Lyon",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$127.35",127.35
"830",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$159.33",159.33
"831",19119,"Lyon",2020,"Registered Child Development Homes","Two Year Olds","$131.85",131.85
"832",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$155.33",155.33
"833",19119,"Lyon",2020,"Registered Child Development Homes","Three Year Olds","$131.85",131.85
"834",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$148.58",148.58
"835",19119,"Lyon",2020,"Registered Child Development Homes","Four & Five Year Olds","$122.85",122.85
"836",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$145.58",145.58
"837",19119,"Lyon",2020,"Registered Child Development Homes","Before & After School","$54.60",54.6
"838",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Before & After School","$64.70",64.7
"839",19119,"Lyon",2020,"Registered Child Development Homes","Full Time School-Age","$122.85",122.85
"840",19119,"Lyon",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$122.40",122.4
"841",19121,"Madison",2020,"Registered Child Development Homes","Infant (0-12 Months)","$150.83",150.83
"842",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$190.67",190.67
"843",19121,"Madison",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$148.83",148.83
"844",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$190.67",190.67
"845",19121,"Madison",2020,"Registered Child Development Homes","Two Year Olds","$146.83",146.83
"846",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$182.67",182.67
"847",19121,"Madison",2020,"Registered Child Development Homes","Three Year Olds","$146.83",146.83
"848",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$156.25",156.25
"849",19121,"Madison",2020,"Registered Child Development Homes","Four & Five Year Olds","$144.83",144.83
"850",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$150.00",150
"851",19121,"Madison",2020,"Registered Child Development Homes","Before & After School","$77.92",77.92
"852",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Before & After School","$96.67",96.67
"853",19121,"Madison",2020,"Registered Child Development Homes","Full Time School-Age","$139.77",139.77
"854",19121,"Madison",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$158.75",158.75
"855",19123,"Mahaska",2020,"Registered Child Development Homes","Infant (0-12 Months)","$137.28",137.28
"856",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$162.88",162.88
"857",19123,"Mahaska",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$136.40",136.4
"858",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$159.75",159.75
"859",19123,"Mahaska",2020,"Registered Child Development Homes","Two Year Olds","$134.61",134.61
"860",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$148.25",148.25
"861",19123,"Mahaska",2020,"Registered Child Development Homes","Three Year Olds","$133.93",133.93
"862",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$143.05",143.05
"863",19123,"Mahaska",2020,"Registered Child Development Homes","Four & Five Year Olds","$123.93",123.93
"864",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$135.85",135.85
"865",19123,"Mahaska",2020,"Registered Child Development Homes","Before & After School","$55.68",55.68
"866",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Before & After School","$52.18",52.18
"867",19123,"Mahaska",2020,"Registered Child Development Homes","Full Time School-Age","$123.42",123.42
"868",19123,"Mahaska",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$131.50",131.5
"869",19125,"Marion",2020,"Registered Child Development Homes","Infant (0-12 Months)","$126.88",126.88
"870",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Infant (0-12 Months)","$200.60",200.6
"871",19125,"Marion",2020,"Registered Child Development Homes","Toddler (13-23 Months)","$126.46",126.46
"872",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Toddler (13-23 Months)","$200.60",200.6
"873",19125,"Marion",2020,"Registered Child Development Homes","Two Year Olds","$126.46",126.46
"874",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Two Year Olds","$176.50",176.5
"875",19125,"Marion",2020,"Registered Child Development Homes","Three Year Olds","$123.75",123.75
"876",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Three Year Olds","$170.85",170.85
"877",19125,"Marion",2020,"Registered Child Development Homes","Four & Five Year Olds","$122.92",122.92
"878",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Four & Five Year Olds","$160.65",160.65
"879",19125,"Marion",2020,"Registered Child Development Homes","Before & After School","$72.75",72.75
"880",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Before & After School","$62.21",62.21
"881",19125,"Marion",2020,"Registered Child Development Homes","Full Time School-Age","$118.00",118
"882",19125,"Marion",2020,"DHS Licensed Centers/Preschools","Full Time School-Age","$140.12",140.12
"883",19127,"Marshall",2020,"Registered Child Development Homes","Infant (0-12 Months)","$136.52",136.52
